gene1	gene2	Ka	Ks	KaKs
SEN2374	SG2423	0.0000	0.0000	0.00100
SEN2375	SG2424	0.0017	0.0000	99.00000
SEN0537	SG0569	0.0043	0.0000	99.00000
SEN0536	SG0568	0.0031	0.0084	0.37480
SEN3617	SG3632	0.0000	0.0032	0.00100
SEN3618	SG3631	0.0000	0.0027	0.00100
SEN3619	SG3630	0.0000	0.0000	0.00100
SEN1481	SG1553	0.0010	0.0000	99.00000
SEN1654	SG1725	0.0000	0.0000	0.00100
SEN3707	SG3541	0.0000	0.0039	0.00100
SEN2386	SG2436	0.0000	0.0000	0.11908
SEN2387	SG2437	0.0014	0.0000	99.00000
SEN2388	SG2438	0.0012	0.0025	0.48143
SEN2389	SG2439	0.0000	0.0061	0.00100
SEN2390	SG2440	0.0011	0.0029	0.39510
SEN2393	SG2443	0.0000	0.0000	99.00000
SEN2394	SG2444	0.0000	0.0000	0.00100
SEN2395	SG2445	0.0013	0.0000	99.00000
SEN2397	SG2448	0.0000	0.0000	0.25139
SEN2398	SG2449	0.0000	0.0000	0.19586
SEN2399	SG2450	0.0010	0.0036	0.26936
SEN2400	SG2451	0.0000	0.0000	0.15274
SEN2402	SG2453	0.0000	0.0000	0.15181
SEN2403	SG2454	0.0016	0.0000	99.00000
SEN2404	SG2455	0.0000	0.0038	0.00100
SEN2405	SG2456	0.0000	0.0000	0.00100
SEN2406	SG2457	0.0013	0.0000	99.00000
SEN2408	SG2459	0.0015	0.0015	1.03677
SEN2409	SG2460	0.0013	0.0000	99.00000
SEN2410	SG2461	0.0000	0.0000	0.12979
SEN2411	SG2462	0.0000	0.0000	0.00668
SEN2412	SG2463	0.0000	0.0113	0.00100
SEN2413	SG2464	0.0000	0.0016	0.00100
SEN2414	SG2465	0.0000	0.0000	0.05094
SEN2416	SG2467	0.0015	0.0000	99.00000
SEN2419	SG2470	0.0000	0.0000	0.00100
SEN2421	SG2472	0.0000	0.0000	0.04157
SEN2422	SG2473	0.0014	0.0000	99.00000
SEN2423	SG2474	0.0018	0.0000	99.00000
SEN2424	SG2475	0.0018	0.0000	99.00000
SEN2425	SG2476	0.0027	0.0000	99.00000
SEN2426	SG2477	0.0018	0.0088	0.20795
SEN0988	SG1015	0.0000	0.0000	0.00100
SEN2551	SG2608	0.0000	0.0000	0.00100
SEN2550	SG2607	0.0046	0.0023	1.97034
SEN2457	SG2508	0.0033	0.0000	99.00000
SEN2427	SG2478	0.0000	0.0000	0.00100
SEN2429	SG2480	0.0000	0.0000	0.17601
SEN2430	SG2481	0.0000	0.0000	0.00100
SEN2431	SG2482	0.0000	0.0000	0.13302
SEN2432	SG2483	0.0034	0.0000	99.00000
SEN2434	SG2485	0.0000	0.0000	0.00100
SEN2435	SG2486	0.0000	0.0000	0.10160
SEN2436	SG2487	0.0000	0.0000	0.00100
SEN2437	SG2488	0.0000	0.0000	0.16317
SEN2438	SG2489	0.0010	0.0034	0.27951
SEN2439	SG2490	0.0000	0.0000	0.00100
SEN2440	SG2491	0.0000	0.0000	0.10894
SEN2441	SG2492	0.0011	0.0000	99.00000
SEN2442	SG2493	0.0000	0.0044	0.00100
SEN2443	SG2494	0.0000	0.0000	0.13330
SEN2444	SG2495	0.0000	0.0000	0.00100
SEN2445	SG2496	0.0000	0.0000	0.09904
SEN2446	SG2497	0.0013	0.0000	99.00000
SEN2447	SG2498	0.0000	0.0000	0.00100
SEN2448	SG2499	0.0021	0.0000	99.00000
SEN2449	SG2500	0.0000	0.0000	0.00100
SEN2450	SG2501	0.0000	0.0090	0.00100
SEN2451	SG2502	0.0006	0.0033	0.18007
SEN2452	SG2503	0.0017	0.0030	0.56103
SEN2453	SG2504	0.0015	0.0000	99.00000
SEN2455	SG2506	0.0015	0.0000	99.00000
SEN2456	SG2507	0.0000	0.0000	0.13288
SEN2458	SG2509	0.0008	0.0000	99.00000
SEN2459	SG2510	0.0000	0.0017	0.00100
SEN2461	SG2512	0.0000	0.0000	0.00100
SEN2462	SG2513	0.0000	0.0000	0.10553
SEN2464	SG2515	0.0014	0.0000	99.00000
SEN2465	SG2516	0.0000	0.0000	0.00100
SEN2466	SG2517	0.0000	0.0038	0.00100
SEN2467	SG2518	0.0000	0.0000	99.00000
SEN2468	SG2519	0.0000	0.0035	0.00100
SEN2469	SG2520	0.0000	0.0000	0.00100
SEN2470	SG2521	0.0026	0.0000	99.00000
SEN2691	SG2752	0.0024	0.0051	0.47779
SEN2474	SG2525	0.0000	0.0041	0.00100
SEN2475	SG2526	0.0000	0.0000	0.10612
SEN2476	SG2527	0.0000	0.0000	0.00100
SEN2477	SG2528	0.0000	0.0000	0.00100
SEN2478	SG2529	0.0000	0.0031	0.00100
SEN2479	SG2530	0.0000	0.0097	0.00100
SEN2480	SG2531	0.0015	0.0000	99.00000
SEN2481	SG2532	0.0024	0.0000	99.00000
SEN2482	SG2533	0.0008	0.0013	0.60174
SEN2483	SG2534	0.0016	0.0000	99.00000
SEN2484	SG2535	0.0007	0.0013	0.55626
SEN2490	SG2542	0.0000	0.0019	0.00100
SEN2491	SG2543	0.0000	0.0000	0.00100
SEN2492	SG2544	0.0000	0.0000	0.00100
SEN2498	SG2553	0.0000	0.0000	0.08866
SEN2499	SG2554	0.0010	0.0000	99.00000
SEN2500	SG2555	0.0000	0.0000	0.03083
SEN2501	SG2556	0.0000	0.0000	0.00100
SEN2502	SG2557	0.0022	0.0000	99.00000
SEN2503	SG2558	0.0011	0.0000	99.00000
SEN2504	SG2559	0.0045	0.0000	99.00000
SEN2505	SG2560	0.0000	0.0027	0.00100
SEN2506	SG2561	0.0000	0.0072	0.00100
SEN2511	SG2566	0.0012	0.0000	99.00000
SEN2512	SG2567	0.0009	0.0007	1.28046
SEN2513	SG2568	0.0000	0.0000	0.14143
SEN2515	SG2570	0.0000	0.0000	0.00100
SEN2516	SG2571	0.0000	0.0000	0.00100
SEN2517	SG2572	0.0000	0.0000	0.00100
SEN2518	SG2573	0.0000	0.0000	0.03004
SEN2519	SG2574	0.0000	0.0000	0.13061
SEN2520	SG2575	0.0000	0.0000	0.12595
SEN2521	SG2576	0.0000	0.0000	0.12471
SEN2522	SG2577	0.0000	0.0000	0.48963
SEN2523	SG2578	0.0000	0.0000	0.00100
SEN2524	SG2579	0.0000	0.0000	0.11016
SEN2525	SG2580	0.0000	0.0000	99.00000
SEN2526	SG2581	0.0000	0.0000	0.00100
SEN2527	SG2582	0.0016	0.0047	0.33535
SEN2533	SG2590	0.0000	0.0000	0.16148
SEN2534	SG2591	0.0000	0.0000	0.01413
SEN2964	SG3015	0.0023	0.0000	99.00000
SEN1510	SG1578	0.0014	0.0041	0.34405
SEN2535	SG2592	0.0000	0.0000	0.00100
SEN2536	SG2593	0.0013	0.0000	99.00000
SEN2541	SG2598	0.0000	0.0087	0.00100
SEN2542	SG2599	0.0000	0.0000	0.00100
SEN2543	SG2600	0.0000	0.0000	0.09567
SEN2544	SG2601	0.0009	0.0000	99.00000
SEN2545	SG2602	0.0004	0.0020	0.17771
SEN2547	SG2604	0.0000	0.0000	0.00100
SEN2548	SG2605	0.0000	0.0000	0.00100
SEN2549	SG2606	0.0000	0.0000	0.00100
SEN2552	SG2609	0.0000	0.0035	0.00100
SEN2556	SG2613	0.0000	0.0000	0.00100
SEN2557	SG2614	0.0000	0.0000	0.00100
SEN2558	SG2615	0.0000	0.0000	0.03976
SEN2559	SG2616	0.0018	0.0000	99.00000
SEN2560	SG2617	0.0000	0.0060	0.00100
SEN2561	SG2618	0.0000	0.0000	0.35911
SEN2562	SG2619	0.0016	0.0000	99.00000
SEN2563	SG2620	0.0017	0.0000	99.00000
SEN2564	SG2621	0.0000	0.0065	0.00100
SEN2565	SG2622	0.0000	0.0000	0.21740
SEN2566	SG2623	0.0000	0.0000	0.06249
SEN2567	SG2624	0.0000	0.0000	0.00100
SEN2568	SG2625	0.0016	0.0030	0.51551
SEN2569	SG2626	0.0000	0.0000	0.00100
SEN2570	SG2627	0.0000	0.0021	0.00100
SEN2571	SG2628	0.0000	0.0032	0.00100
SEN2572	SG2629	0.0028	0.0000	99.00000
SEN2573	SG2630	0.0000	0.0000	0.10704
SEN2574	SG2631	0.0000	0.0041	0.00100
SEN2575	SG2632	0.0000	0.0000	0.18219
SEN2576	SG2633	0.0000	0.0000	0.09988
SEN2577	SG2634	0.0000	0.0000	0.00100
SEN2578	SG2635	0.0011	0.0013	0.83767
SEN2579	SG2636	0.0033	0.0023	1.41045
SEN2580	SG2637	0.0000	0.0148	0.00100
SEN2581	SG2638	0.0024	0.0000	99.00000
SEN2583	SG2640	0.0011	0.0000	99.00000
SEN2584	SG2641	0.0021	0.0000	99.00000
SEN2585	SG2642	0.0016	0.0000	99.00000
SEN2586	SG2643	0.0000	0.0000	0.00100
SEN2587	SG2644	0.0000	0.0000	0.09018
SEN2588	SG2645	0.0000	0.0000	0.00100
SEN2590	SG2647	0.0026	0.0000	99.00000
SEN2591	SG2648	0.0000	0.0000	0.00100
SEN2592	SG2649	0.0000	0.0000	0.14190
SEN2593	SG2650	0.0011	0.0000	99.00000
SEN2594	SG2651	0.0000	0.0000	0.18124
SEN2595	SG2652	0.0000	0.0058	0.00100
SEN2596	SG2653	0.0023	0.0000	99.00000
SEN2597	SG2654	0.0000	0.0000	0.14128
SEN2598	SG2655	0.0018	0.0000	99.00000
SEN2599	SG2656	0.0020	0.0000	99.00000
SEN2602	SG2659	0.0021	0.0000	99.00000
SEN2603	SG2660	0.0000	0.0000	5.88610
SEN2604	SG2661	0.0010	0.0000	99.00000
SEN2605	SG2662	0.0000	0.0000	0.16857
SEN2606	SG2663	0.0000	0.0000	0.77602
SEN2607	SG2664	0.0000	0.0000	0.00100
SEN2608	SG2665	0.0000	0.0000	0.01651
SEN1970	SG1996	0.0023	0.0000	99.00000
SEN2633	SG2694	0.0000	0.0028	0.00100
SEN2635	SG2697	0.0020	0.0000	99.00000
SEN2636	SG2698	0.0415	0.0487	0.85220
SEN2637	SG2699	0.0000	0.0000	0.15012
SEN2638	SG2700	0.0046	0.0000	99.00000
SEN2639	SG2701	0.0000	0.0065	0.00100
SEN2640	SG2702	0.0000	0.0000	0.00100
SEN2641	SG2703	0.0000	0.0000	0.05370
SEN2642	SG2704	0.0026	0.0000	99.00000
SEN2644	SG2706	0.0000	0.0068	0.00100
SEN2645	SG2707	0.0000	0.0000	0.09788
SEN2650	SG2712	0.0060	0.0001	99.00000
SEN2651	SG2713	0.0000	0.0000	0.18516
SEN2652	SG2714	0.0013	0.0018	0.73783
SEN2653	SG2715	0.0000	0.0000	0.00100
SEN2654	SG2716	0.0000	0.0000	0.00100
SEN2655	SG2717	0.0000	0.0034	0.00100
SEN2656	SG2718	0.0000	0.0000	0.10088
SEN3832	SG3381	0.0025	0.0000	99.00000
SEN2658	SG2721	0.0000	0.0000	0.00100
SEN2659	SG2722	0.0000	0.0000	0.00100
SEN2662	SG2725	0.0000	0.0000	0.09908
SEN2663	SG2726	0.0010	0.0000	99.00000
SEN2664	SG2727	0.0000	0.0000	0.11824
SEN2665	SG2728	0.0459	0.0904	0.50735
SEN2667	SG2729	0.0000	0.0000	0.00386
SEN2668	SG2730	0.0000	0.0011	0.00100
SEN2669	SG2731	0.0000	0.0000	0.11218
SEN2670	SG2732	0.0000	0.0000	0.00100
SEN2671	SG2733	0.0000	0.0000	0.00100
SEN2672	SG2734	0.0014	0.0000	99.00000
SEN2673	SG2735	0.0000	0.0000	0.00100
SEN2674	SG2736	0.0029	0.0000	99.00000
SEN2675	SG2737	0.0000	0.0000	0.00100
SEN2676	SG2738	0.0000	0.0000	0.00100
SEN2677	SG2739	0.0000	0.0000	0.15338
SEN2678	SG2740	0.0000	0.0000	0.00100
SEN2679	SG2741	0.0000	0.0000	0.00100
SEN2680	SG2742	0.0009	0.0026	0.35037
SEN2681	SG2743	0.0000	0.0039	0.00100
SEN2682	SG2744	0.0024	0.0000	99.00000
SEN2683	SG2745	0.0006	0.0032	0.19805
SEN2684	SG2746	0.0029	0.0000	99.00000
SEN2855	SG2921	0.0000	0.0000	0.00100
SEN3597	SG3653	0.0000	0.0023	0.00100
SEN2687	SG2748	0.0000	0.0000	0.14826
SEN2688	SG2749	0.0000	0.0000	0.03705
SEN2689	SG2750	0.0017	0.0000	99.00000
SEN2690	SG2751	0.0000	0.0000	0.13300
SEN2692	SG2753	0.0031	0.0076	0.40935
SEN2693	SG2754	0.0007	0.0023	0.32152
SEN2694	SG2755	0.0000	0.0000	0.00100
SEN2695	SG2756	0.0000	0.0000	5.17452
SEN2696	SG2757	0.0000	0.0000	0.09143
SEN2697	SG2758	0.0000	0.0000	0.15586
SEN2698	SG2759	0.0000	0.0000	0.00100
SEN2699	SG2760	0.0000	0.0000	0.05026
SEN2700	SG2761	0.0000	0.0030	0.00100
SEN2701	SG2762	0.0014	0.0032	0.43161
SEN2702	SG2763	0.0046	0.0000	99.00000
SEN2748	SG2812	0.0000	0.0000	0.14663
SEN2745	SG2807	0.0000	0.0000	0.03371
SEN2758	SG2822	0.0000	0.0055	0.00100
SEN2757	SG2821	0.0015	0.0040	0.38461
SEN2756	SG2820	0.0013	0.0000	99.00000
SEN2755	SG2819	0.0000	0.0000	0.00100
SEN2754	SG2818	0.0000	0.0000	0.00100
SEN2763	SG2827	0.0013	0.0000	99.00000
SEN2764	SG2828	0.0000	0.0026	0.00100
SEN2765	SG2829	0.0000	0.0000	0.00100
SEN2766	SG2830	0.0000	0.0040	0.00100
SEN2767	SG2831	0.0000	0.0000	0.00100
SEN2768	SG2832	0.0000	0.0088	0.00100
SEN2769	SG2833	0.0000	0.0000	0.00100
SEN2770	SG2834	0.0000	0.0000	0.08321
SEN2771	SG2835	0.0000	0.0000	0.00100
SEN2772	SG2836	0.0027	0.0045	0.60481
SEN2773	SG2837	0.0011	0.0000	99.00000
SEN2774	SG2838	0.0000	0.0000	0.01702
SEN2775	SG2839	0.0027	0.0000	99.00000
SEN2776	SG2840	0.0000	0.0000	0.00958
SEN2777	SG2841	0.0000	0.0031	0.00100
SEN2778	SG2842	0.0049	0.0068	0.71594
SEN2780	SG2844	0.0000	0.0000	0.00100
SEN2785	SG2849	0.0000	0.0000	10.83172
SEN2786	SG2850	0.0015	0.0000	99.00000
SEN2787	SG2851	0.0025	0.0000	99.00000
SEN2788	SG2852	0.0000	0.0000	0.00100
SEN1435	SG1502	0.0000	0.0000	0.00100
SEN2790	SG2855	0.0000	0.0080	0.00100
SEN2791	SG2856	0.0000	0.0023	0.00100
SEN2792	SG2857	0.0000	0.0087	0.00100
SEN2793	SG2858	0.0000	0.0000	0.10544
SEN2801	SG2866	0.0006	0.0019	0.32099
SEN2802	SG2867	0.0010	0.0000	99.00000
SEN2803	SG2868	0.0005	0.0015	0.32793
SEN2806	SG2300	0.8308	64.9270	0.01280
SEN2807	SG2873	0.0000	0.0000	0.00100
SEN2808	SG2874	0.0000	0.0000	0.00100
SEN2809	SG2875	0.0000	0.0000	0.05089
SEN2810	SG2876	0.0000	0.0000	0.01486
SEN2811	SG2877	0.0000	0.0000	0.00100
SEN2812	SG2878	0.0000	0.0000	0.00371
SEN2813	SG2879	0.0000	0.0023	0.00100
SEN2814	SG2880	0.0000	0.0000	0.00100
SEN2815	SG2881	0.0000	0.0024	0.00100
SEN2817	SG2882	0.0000	0.0000	0.00649
SEN2818	SG2883	0.0000	0.0000	0.04938
SEN2819	SG2884	0.0000	0.0000	0.00100
SEN2819A	SG2885	0.0000	0.0022	0.00100
SEN2820	SG2886	0.0022	0.0024	0.93382
SEN2821	SG2887	0.0000	0.0000	0.15852
SEN2822	SG2888	0.0037	0.0000	99.00000
SEN2823	SG2889	0.0018	0.0000	99.00000
SEN2824	SG2890	0.0011	0.0000	99.00000
SEN2825	SG2891	0.0038	0.0000	99.00000
SEN2826	SG2892	0.0000	0.0091	0.00100
SEN2827	SG2893	0.0000	0.0000	0.00100
SEN2828	SG2894	0.0000	0.0026	0.00100
SEN2829	SG2895	0.0032	0.0085	0.37112
SEN2831	SG2897	0.0018	0.0040	0.45670
SEN2832	SG2898	0.0011	0.0000	99.00000
SEN2833	SG2899	0.0010	0.0000	99.00000
SEN2834	SG2900	0.0000	0.0037	0.00100
SEN2835	SG2901	0.0000	0.0000	0.14655
SEN2836	SG2902	0.0004	0.0011	0.33304
SEN2837	SG2903	0.0000	0.0020	0.00100
SEN2838	SG2904	0.0012	0.0000	99.00000
SEN2839	SG2905	0.0000	0.0000	0.00100
SEN2840	SG2906	0.0000	0.0000	0.00100
SEN2841	SG2907	0.0000	0.0053	0.00100
SEN2842	SG2908	0.0033	0.0000	99.00000
SEN2843	SG2909	0.0000	0.0035	0.00100
SEN2844	SG2910	0.0000	0.0000	0.00100
SEN2845	SG2911	0.0019	0.0000	99.00000
SEN2846	SG2912	0.0000	0.0000	0.00100
SEN2848	SG2914	0.0000	0.0000	99.00000
SEN2849	SG2915	0.0000	0.0000	0.00100
SEN2850	SG2916	0.0000	0.0000	0.00100
SEN2851	SG2917	0.0000	0.0000	0.00100
SEN2852	SG2918	0.0035	0.0000	99.00000
SEN2853	SG2919	0.0006	0.0018	0.34215
SEN2854	SG2920	0.0015	0.0000	99.00000
SEN2856	SG2922	0.0025	0.0023	1.07500
SEN2857	SG2923	0.0033	0.0000	99.00000
SEN2858	SG2924	0.0000	0.0000	0.00100
SEN2859	SG2925	0.0085	0.0207	0.41084
SEN2861	SG2927	0.0000	0.0000	0.00100
SEN2862	SG2928	0.0000	0.0000	0.10544
SEN3579	SG3672	0.0000	0.0051	0.00100
SEN3582	SG3669	0.0052	0.0063	0.81780
SEN3581	SG3670	0.0033	0.0000	99.00000
SEN2727	SG2788	0.0000	0.0000	0.00100
SEN2881	SG2933	0.0000	0.0041	0.00100
SEN0906	SG0944	0.0000	0.0029	0.00100
SEN0581	SG0616	0.0000	0.0000	0.00100
SEN3455	SG3802	0.0011	0.0000	99.00000
SEN2882	SG2934	0.0029	0.0000	99.00000
SEN2883	SG2935	0.0000	0.0000	0.00100
SEN2884	SG2936	0.0000	0.0033	0.00100
SEN2885	SG2937	0.0000	0.0027	0.00100
SEN2886	SG2938	0.0024	0.0000	99.00000
SEN2887	SG2939	0.0000	0.0000	0.00100
SEN2888	SG2940	0.0000	0.0057	0.00100
SEN2889	SG2941	0.0000	0.0065	0.00100
SEN2890	SG2942	0.0000	0.0000	0.11758
SEN2891	SG2943	0.0000	0.0000	0.00100
SEN2892	SG2944	0.0000	0.0000	0.00100
SEN2893	SG2945	0.0000	0.0092	0.00100
SEN2894	SG2946	0.0017	0.0000	99.00000
SEN2896	SG2948	0.0000	0.0000	0.00100
SEN2897	SG2949	0.0033	0.0000	99.00000
SEN2898	SG2950	0.0000	0.0000	0.14264
SEN2899	SG2951	0.0026	0.0000	99.00000
SEN2900	SG2952	0.0013	0.0000	99.00000
SEN2901	SG2953	0.0011	0.0000	99.00000
SEN2902	SG2954	0.0000	0.0000	0.00100
SEN2903	SG2955	0.0000	0.0000	0.00100
SEN2904	SG2956	0.0000	0.0059	0.00100
SEN2905	SG2957	0.0012	0.0049	0.25196
SEN2906	SG2958	0.0000	0.0000	0.14846
SEN2907	SG2959	0.0000	0.0000	0.10939
SEN2908	SG2960	0.0000	0.0000	0.00100
SEN2909	SG2961	0.0000	0.0000	0.00100
SEN2910	SG2962	0.0000	0.0000	0.00100
SEN2911	SG2963	0.0000	0.0000	0.02876
SEN2912	SG2964	0.0000	0.0024	0.00100
SEN2913	SG2965	0.0015	0.0059	0.25376
SEN2326	SG2373	0.0000	0.0000	0.00100
SEN2919	SG2971	0.0000	0.0016	0.00100
SEN2920	SG2972	0.0000	0.0000	0.00100
SEN2921	SG2973	0.0000	0.0033	0.00100
SEN2930	SG2981	0.0014	0.0000	99.00000
SEN2931	SG2982	0.0000	0.0000	0.48629
SEN2933	SG2984	0.0024	0.0000	99.00000
SEN2934	SG2985	0.0011	0.0000	99.00000
SEN2935	SG2986	0.0000	0.0000	0.01457
SEN2936	SG2987	0.0038	0.0000	99.00000
SEN2937	SG2988	0.0022	0.0039	0.56258
SEN2938	SG2989	0.0000	0.0000	0.00100
SEN2939	SG2990	0.0000	0.0051	0.00100
SEN2940	SG2991	0.0000	0.0074	0.00100
SEN2942	SG2993	0.0000	0.0046	0.00100
SEN2943	SG2994	0.0019	0.0000	99.00000
SEN2944	SG2995	0.0049	0.0000	99.00000
SEN2945	SG2996	0.0000	0.0098	0.00100
SEN2946	SG2997	0.0023	0.0000	99.00000
SEN2947	SG2998	0.0000	0.0000	0.14241
SEN2949	SG3000	0.0000	0.0000	99.00000
SEN2950	SG3001	0.0000	0.0000	99.00000
SEN2951	SG3002	0.0000	0.0000	0.00100
SEN2952	SG3003	0.0018	0.0000	99.00000
SEN2953	SG3004	0.0000	0.0027	0.00100
SEN2954	SG3005	0.0000	0.0000	0.02098
SEN2955	SG3006	0.0000	0.0051	0.00100
SEN2959	SG3010	0.0022	0.0043	0.50877
SEN1511	SG1579	0.0000	0.0044	0.00100
SEN2986	SG3039	0.0000	0.0000	0.03256
SEN2987	SG3040	0.0000	0.0000	0.00100
SEN2988	SG3041	0.0000	0.0000	0.00100
SEN2989	SG3042	0.0000	0.0000	0.00100
SEN2990	SG3043	0.0000	0.0000	0.00100
SEN2991	SG3044	0.0000	0.0000	0.00100
SEN2992	SG3045	0.0016	0.0000	99.00000
SEN2993	SG3046	0.0000	0.0000	0.01744
SEN2994	SG3047	0.0000	0.0000	0.00100
SEN2392	SG2442	0.0000	0.0050	0.00100
SEN2996	SG3049	0.0000	0.0000	0.00100
SEN3000	SG3054	0.0000	0.0000	0.00297
SEN3001	SG3055	0.0033	0.0000	99.00000
SEN3002	SG3056	0.0000	0.0000	0.18306
SEN3004	SG3058	0.0013	0.0000	99.00000
SEN3005	SG3059	0.0000	0.0000	0.00100
SEN3006	SG3060	0.0000	0.0000	0.06337
SEN3007	SG3061	0.0000	0.0000	0.00100
SEN3008	SG3062	0.0000	0.0000	0.07776
SEN1669	SG1741	0.0059	0.0163	0.36219
SEN3015	SG3069	0.0000	0.0000	0.00100
SEN3016	SG3070	0.0000	0.0066	0.00100
SEN3017	SG3071	0.0000	0.0014	0.00100
SEN3019	SG3073	0.0033	0.0118	0.28271
SEN3020	SG3074	0.0024	0.0000	99.00000
SEN3021	SG3075	0.0009	0.0036	0.26583
SEN3022	SG3076	0.0000	0.0000	0.00100
SEN3023	SG3077	0.0000	0.0000	0.00100
SEN3024	SG3078	0.0000	0.0000	0.13506
SEN3025	SG3079	0.0000	0.0000	0.17882
SEN3026	SG3080	0.0015	0.0000	99.00000
SEN3027	SG3081	0.0000	0.0000	0.10951
SEN3028	SG3082	0.0000	0.0000	0.17910
SEN3029	SG3083	0.0000	0.0019	0.00100
SEN3030	SG3084	0.0041	0.0058	0.70183
SEN3031	SG3085	0.0000	0.0000	0.00100
SEN3032	SG3086	0.0000	0.0000	0.00782
SEN3033	SG3087	0.0000	0.0000	0.00100
SEN3037	SG3091	0.0000	0.0000	0.00100
SEN3038	SG3092	0.0000	0.0000	0.00100
SEN0525	SG0556	0.0000	0.0000	0.03443
SEN2871	SG0309	0.7202	7.7310	0.09316
SEN3039	SG3093	0.0000	0.0000	0.05984
SEN3040	SG3094	0.0000	0.0000	0.00100
SEN3041	SG3095	0.0010	0.0000	99.00000
SEN3042	SG3096	0.0000	0.0000	0.19492
SEN3043	SG3097	0.0005	0.0000	99.00000
SEN3044	SG3098	0.0000	0.0037	0.00100
SEN3045	SG3099	0.0000	0.0000	0.12011
SEN3046	SG3100	0.0000	0.0000	0.00100
SEN3047	SG3101	0.0000	0.0000	0.00100
SEN3048	SG3102	0.0000	0.0000	0.08685
SEN3049	SG3103	0.0000	0.0000	0.07087
SEN0316	SG0343	0.0000	0.0000	0.00100
SEN3188	SG3245	0.0017	0.0000	99.00000
SEN3187	SG3244	0.0000	0.0000	0.00100
SEN3051	SG3105	0.0000	0.0000	0.00100
SEN3052	SG3106	0.0000	0.0000	0.13165
SEN3053	SG3107	0.0000	0.0016	0.00100
SEN3054	SG3108	0.0016	0.0037	0.42555
SEN3055	SG3109	0.0026	0.0000	99.00000
SEN3056	SG3110	0.0000	0.0000	0.00100
SEN3057	SG3111	0.0000	0.0000	0.00100
SEN3059	SG3113	0.0000	0.0000	0.00100
SEN3060	SG3114	0.0000	0.0000	0.00100
SEN3061	SG3115	0.0000	0.0000	0.00100
SEN3818	SG3395	0.0000	0.0000	0.10187
SEN3819	SG3394	0.0000	0.0000	0.07350
SEN3062	SG3116	0.0014	0.0026	0.53137
SEN3063	SG3117	0.0000	0.0000	0.10528
SEN3064	SG3118	0.0045	0.0000	99.00000
SEN3066	SG3120	0.0000	0.0000	0.00100
SEN0619	SG0654	0.0014	0.0000	99.00000
SEN2980	SG3031	0.0000	0.0000	0.00100
SEN2977	SG3028	0.0010	0.0000	99.00000
SEN2928	SG2979	0.0000	0.0000	0.00100
SEN3068	SG3122	0.0000	0.0000	99.00000
SEN3069	SG3123	0.0034	0.0000	99.00000
SEN3070	SG3124	0.0000	0.0000	0.10137
SEN3071	SG3126	0.0000	0.0000	0.00100
SEN3072	SG3127	0.0000	0.0110	0.00100
SEN3073	SG3128	0.0000	0.0000	0.05046
SEN3074	SG3129	0.0000	0.0000	0.00100
SEN3075	SG3130	0.0000	0.0077	0.00100
SEN3076	SG3131	0.0000	0.0000	0.00100
SEN3077	SG3132	0.0000	0.0000	0.00100
SEN3078	SG3133	0.0000	0.0000	31.67937
SEN3080	SG3135	0.0010	0.0000	99.00000
SEN3082	SG3138	0.0005	0.0000	99.00000
SEN3083	SG3139	0.0000	0.0000	0.04825
SEN3084	SG3140	0.0000	0.0045	0.00100
SEN3085	SG3141	0.0015	0.0000	99.00000
SEN3086	SG3142	0.0000	0.0000	0.09113
SEN3087	SG3143	0.0000	0.0000	0.10184
SEN3088	SG3144	0.0015	0.0047	0.32256
SEN3089	SG3145	0.0020	0.0039	0.51447
SEN3520	SG3733	0.0023	0.0026	0.87345
SEN3090	SG3146	0.0000	0.0000	99.00000
SEN3097	SG3153	0.0000	0.0000	0.18204
SEN3593	SG3657	0.0000	0.0000	0.43431
SEN4301	SG4366	0.0000	0.0000	0.00100
SEN4302	SG4367	0.0000	0.0041	0.00100
SEN4303	SG4368	0.0000	0.0062	0.00100
SEN3462	SG3794	0.0000	0.0000	0.00100
SEN4349	SG2860	0.8894	67.5405	0.01317
SEN0179	SG0177	0.0015	0.0132	0.11141
SEN3098	SG3154	0.0000	0.0029	0.00100
SEN3099	SG3155	0.0007	0.0000	99.00000
SEN3100	SG3156	0.0000	0.0000	0.00100
SEN3101	SG3157	0.0000	0.0048	0.00100
SEN3102	SG3158	0.0000	0.0000	99.00000
SEN3103	SG3159	0.0000	0.0000	0.00100
SEN3104	SG3160	0.0000	0.0000	0.09875
SEN3105	SG3161	0.0000	0.0000	0.00100
SEN3106	SG3162	0.0051	0.0001	99.00000
SEN3107	SG3163	0.0000	0.0000	0.00100
SEN3108	SG3164	0.0000	0.0000	0.05911
SEN3109	SG3165	0.0013	0.0042	0.31876
SEN3110	SG3166	0.0000	0.0000	1.02016
SEN3111	SG3167	0.0013	0.0042	0.31040
SEN3114	SG3170	0.0000	0.0071	0.00100
SEN3115	SG3171	0.0000	0.0015	0.00100
SEN3116	SG3172	0.0000	0.0000	0.00100
SEN3117	SG3173	0.0000	0.0000	0.00100
SEN3118	SG3174	0.0000	0.0000	0.18984
SEN3119	SG3175	0.0000	0.0000	1.43569
SEN3120	SG3176	0.0000	0.0000	0.00100
SEN3121	SG3177	0.0006	0.0000	99.00000
SEN3122	SG3178	0.0011	0.0000	99.00000
SEN3123	SG3179	0.0000	0.0000	0.00100
SEN3124	SG3180	0.0000	0.0023	0.00100
